CensusDateKey,CensusDateDate,CensusDateDayInQuarter,CensusDateDayName,CensusDateDayNameAbbrevation,CensusDateDayOfMonth,CensusDateDayOfWeek,CensusDateDayOfWeekInMonth,CensusDateDayOfYear,CensusDateFirstDayOfMonth,CensusDateFirstDayOfQuarter,CensusDateFirstDayofYear,CensusDateHoliday,CensusDateIsHoliday,CensusDateIsWeekday,CensusDateIsWeekend,CensusDateLastDayOfQuarter,CensusDateLastDayofMonth,CensusDateLastDayofYear,CensusDateMonth,CensusDateMonthAbbrevation,CensusDateMonthName,CensusDateMonthOfQuarter,CensusDateQuarter,CensusDateQuarterName,CensusDateQuarterShortName,CensusDateWeekOfMonth,CensusDateWeekOfQuarter,CensusDateWeekOfYear,CensusDateYYYYMM,CensusDateYear,CensusDateYearAndQuarter,CensusDateYearMonth,CensusDateYearName,CensusDateFirstDayOfFiscalYear,CensusDateFiscalDateKey,CensusDateFiscalDayOfYear,CensusDateFiscalMonth,CensusDateFiscalQuarter,CensusDateFiscalQuarterName,CensusDateFiscalWeekOfYear,CensusDateFiscalYear,CensusDateIsFirstDayOfFiscalYear,CensusDateIsLastOfFiscalYear,CensusDateLastDayOfFiscalYear
20210227,2021-02-27 00:00:00,58,Saturday,Sat,27,7,4,58,2021-02-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-02-28 00:00:00,2021-12-31 00:00:00,2,Feb,February,2,1,First,Q1,4,9,8,2021/02,2021,2021/Q1,2021/Feb,CY 2021,2020-10-01 00:00:00,20210227,150,5,2,Q2,22,FY2021,0,0,2021-09-30 00:00:00
20210228,2021-02-28 00:00:00,59,Sunday,Sun,28,1,4,59,2021-02-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-02-28 00:00:00,2021-12-31 00:00:00,2,Feb,February,2,1,First,Q1,4,9,8,2021/02,2021,2021/Q1,2021/Feb,CY 2021,2020-10-01 00:00:00,20210228,151,5,2,Q2,22,FY2021,0,0,2021-09-30 00:00:00
20210301,2021-03-01 00:00:00,60,Monday,Mon,1,2,1,60,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,1,9,9,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210301,152,6,2,Q2,22,FY2021,0,0,2021-09-30 00:00:00
20210302,2021-03-02 00:00:00,61,Tuesday,Tue,2,3,1,61,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,1,9,9,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210302,153,6,2,Q2,22,FY2021,0,0,2021-09-30 00:00:00
20210303,2021-03-03 00:00:00,62,Wednesday,Wed,3,4,1,62,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,1,9,9,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210303,154,6,2,Q2,22,FY2021,0,0,2021-09-30 00:00:00
20210304,2021-03-04 00:00:00,63,Thursday,Thu,4,5,1,63,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,1,9,9,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210304,155,6,2,Q2,23,FY2021,0,0,2021-09-30 00:00:00
20210305,2021-03-05 00:00:00,64,Friday,Fri,5,6,1,64,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,1,10,9,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210305,156,6,2,Q2,23,FY2021,0,0,2021-09-30 00:00:00
20210306,2021-03-06 00:00:00,65,Saturday,Sat,6,7,1,65,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,1,10,9,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210306,157,6,2,Q2,23,FY2021,0,0,2021-09-30 00:00:00
20210307,2021-03-07 00:00:00,66,Sunday,Sun,7,1,1,66,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,1,10,9,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210307,158,6,2,Q2,23,FY2021,0,0,2021-09-30 00:00:00
20210308,2021-03-08 00:00:00,67,Monday,Mon,8,2,2,67,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,2,10,10,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210308,159,6,2,Q2,23,FY2021,0,0,2021-09-30 00:00:00
20210309,2021-03-09 00:00:00,68,Tuesday,Tue,9,3,2,68,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,2,10,10,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210309,160,6,2,Q2,23,FY2021,0,0,2021-09-30 00:00:00
20210310,2021-03-10 00:00:00,69,Wednesday,Wed,10,4,2,69,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,2,10,10,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210310,161,6,2,Q2,23,FY2021,0,0,2021-09-30 00:00:00
20210311,2021-03-11 00:00:00,70,Thursday,Thu,11,5,2,70,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,2,10,10,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210311,162,6,2,Q2,24,FY2021,0,0,2021-09-30 00:00:00
20210312,2021-03-12 00:00:00,71,Friday,Fri,12,6,2,71,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,2,11,10,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210312,163,6,2,Q2,24,FY2021,0,0,2021-09-30 00:00:00
20210313,2021-03-13 00:00:00,72,Saturday,Sat,13,7,2,72,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,2,11,10,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210313,164,6,2,Q2,24,FY2021,0,0,2021-09-30 00:00:00
20210314,2021-03-14 00:00:00,73,Sunday,Sun,14,1,2,73,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,2,11,10,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210314,165,6,2,Q2,24,FY2021,0,0,2021-09-30 00:00:00
20210315,2021-03-15 00:00:00,74,Monday,Mon,15,2,3,74,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,3,11,11,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210315,166,6,2,Q2,24,FY2021,0,0,2021-09-30 00:00:00
20210316,2021-03-16 00:00:00,75,Tuesday,Tue,16,3,3,75,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,3,11,11,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210316,167,6,2,Q2,24,FY2021,0,0,2021-09-30 00:00:00
20210317,2021-03-17 00:00:00,76,Wednesday,Wed,17,4,3,76,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,3,11,11,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210317,168,6,2,Q2,24,FY2021,0,0,2021-09-30 00:00:00
20210318,2021-03-18 00:00:00,77,Thursday,Thu,18,5,3,77,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,3,11,11,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210318,169,6,2,Q2,25,FY2021,0,0,2021-09-30 00:00:00
20210319,2021-03-19 00:00:00,78,Friday,Fri,19,6,3,78,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,3,12,11,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210319,170,6,2,Q2,25,FY2021,0,0,2021-09-30 00:00:00
20210320,2021-03-20 00:00:00,79,Saturday,Sat,20,7,3,79,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,3,12,11,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210320,171,6,2,Q2,25,FY2021,0,0,2021-09-30 00:00:00
20210321,2021-03-21 00:00:00,80,Sunday,Sun,21,1,3,80,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,3,12,11,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210321,172,6,2,Q2,25,FY2021,0,0,2021-09-30 00:00:00
20210322,2021-03-22 00:00:00,81,Monday,Mon,22,2,4,81,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,4,12,12,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210322,173,6,2,Q2,25,FY2021,0,0,2021-09-30 00:00:00
20210323,2021-03-23 00:00:00,82,Tuesday,Tue,23,3,4,82,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,4,12,12,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210323,174,6,2,Q2,25,FY2021,0,0,2021-09-30 00:00:00
20210324,2021-03-24 00:00:00,83,Wednesday,Wed,24,4,4,83,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,4,12,12,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210324,175,6,2,Q2,25,FY2021,0,0,2021-09-30 00:00:00
20210325,2021-03-25 00:00:00,84,Thursday,Thu,25,5,4,84,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,4,12,12,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210325,176,6,2,Q2,26,FY2021,0,0,2021-09-30 00:00:00
20210326,2021-03-26 00:00:00,85,Friday,Fri,26,6,4,85,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,4,13,12,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210326,177,6,2,Q2,26,FY2021,0,0,2021-09-30 00:00:00
20210327,2021-03-27 00:00:00,86,Saturday,Sat,27,7,4,86,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,4,13,12,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210327,178,6,2,Q2,26,FY2021,0,0,2021-09-30 00:00:00
20210328,2021-03-28 00:00:00,87,Sunday,Sun,28,1,4,87,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,4,13,12,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210328,179,6,2,Q2,26,FY2021,0,0,2021-09-30 00:00:00
20210329,2021-03-29 00:00:00,88,Monday,Mon,29,2,5,88,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,5,13,13,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210329,180,6,2,Q2,26,FY2021,0,0,2021-09-30 00:00:00
20210330,2021-03-30 00:00:00,89,Tuesday,Tue,30,3,5,89,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,5,13,13,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210330,181,6,2,Q2,26,FY2021,0,0,2021-09-30 00:00:00
20210331,2021-03-31 00:00:00,90,Wednesday,Wed,31,4,5,90,2021-03-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-12-31 00:00:00,3,Mar,March,3,1,First,Q1,5,13,13,2021/03,2021,2021/Q1,2021/Mar,CY 2021,2020-10-01 00:00:00,20210331,182,6,2,Q2,26,FY2021,0,0,2021-09-30 00:00:00
20210401,2021-04-01 00:00:00,1,Thursday,Thu,1,5,1,91,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,13,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210401,183,7,3,Q3,27,FY2021,0,0,2021-09-30 00:00:00
20210402,2021-04-02 00:00:00,2,Friday,Fri,2,6,1,92,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,13,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210402,184,7,3,Q3,27,FY2021,0,0,2021-09-30 00:00:00
20210403,2021-04-03 00:00:00,3,Saturday,Sat,3,7,1,93,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,13,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210403,185,7,3,Q3,27,FY2021,0,0,2021-09-30 00:00:00
20210404,2021-04-04 00:00:00,4,Sunday,Sun,4,1,1,94,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,13,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210404,186,7,3,Q3,27,FY2021,0,0,2021-09-30 00:00:00
20210405,2021-04-05 00:00:00,5,Monday,Mon,5,2,1,95,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210405,187,7,3,Q3,27,FY2021,0,0,2021-09-30 00:00:00
20210406,2021-04-06 00:00:00,6,Tuesday,Tue,6,3,1,96,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210406,188,7,3,Q3,27,FY2021,0,0,2021-09-30 00:00:00
20210407,2021-04-07 00:00:00,7,Wednesday,Wed,7,4,1,97,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210407,189,7,3,Q3,27,FY2021,0,0,2021-09-30 00:00:00
20210408,2021-04-08 00:00:00,8,Thursday,Thu,8,5,2,98,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,14,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210408,190,7,3,Q3,28,FY2021,0,0,2021-09-30 00:00:00
20210409,2021-04-09 00:00:00,9,Friday,Fri,9,6,2,99,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,14,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210409,191,7,3,Q3,28,FY2021,0,0,2021-09-30 00:00:00
20210410,2021-04-10 00:00:00,10,Saturday,Sat,10,7,2,100,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,14,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210410,192,7,3,Q3,28,FY2021,0,0,2021-09-30 00:00:00
20210411,2021-04-11 00:00:00,11,Sunday,Sun,11,1,2,101,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,14,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210411,193,7,3,Q3,28,FY2021,0,0,2021-09-30 00:00:00
20210412,2021-04-12 00:00:00,12,Monday,Mon,12,2,2,102,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210412,194,7,3,Q3,28,FY2021,0,0,2021-09-30 00:00:00
20210413,2021-04-13 00:00:00,13,Tuesday,Tue,13,3,2,103,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210413,195,7,3,Q3,28,FY2021,0,0,2021-09-30 00:00:00
20210414,2021-04-14 00:00:00,14,Wednesday,Wed,14,4,2,104,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210414,196,7,3,Q3,28,FY2021,0,0,2021-09-30 00:00:00
20210415,2021-04-15 00:00:00,15,Thursday,Thu,15,5,3,105,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,15,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210415,197,7,3,Q3,29,FY2021,0,0,2021-09-30 00:00:00
20210416,2021-04-16 00:00:00,16,Friday,Fri,16,6,3,106,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,15,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210416,198,7,3,Q3,29,FY2021,0,0,2021-09-30 00:00:00
20210417,2021-04-17 00:00:00,17,Saturday,Sat,17,7,3,107,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,15,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210417,199,7,3,Q3,29,FY2021,0,0,2021-09-30 00:00:00
20210418,2021-04-18 00:00:00,18,Sunday,Sun,18,1,3,108,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,15,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210418,200,7,3,Q3,29,FY2021,0,0,2021-09-30 00:00:00
20210419,2021-04-19 00:00:00,19,Monday,Mon,19,2,3,109,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210419,201,7,3,Q3,29,FY2021,0,0,2021-09-30 00:00:00
20210420,2021-04-20 00:00:00,20,Tuesday,Tue,20,3,3,110,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210420,202,7,3,Q3,29,FY2021,0,0,2021-09-30 00:00:00
20210421,2021-04-21 00:00:00,21,Wednesday,Wed,21,4,3,111,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210421,203,7,3,Q3,29,FY2021,0,0,2021-09-30 00:00:00
20210422,2021-04-22 00:00:00,22,Thursday,Thu,22,5,4,112,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,16,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210422,204,7,3,Q3,30,FY2021,0,0,2021-09-30 00:00:00
20210423,2021-04-23 00:00:00,23,Friday,Fri,23,6,4,113,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,16,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210423,205,7,3,Q3,30,FY2021,0,0,2021-09-30 00:00:00
20210424,2021-04-24 00:00:00,24,Saturday,Sat,24,7,4,114,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,16,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210424,206,7,3,Q3,30,FY2021,0,0,2021-09-30 00:00:00
20210425,2021-04-25 00:00:00,25,Sunday,Sun,25,1,4,115,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,16,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210425,207,7,3,Q3,30,FY2021,0,0,2021-09-30 00:00:00
20210426,2021-04-26 00:00:00,26,Monday,Mon,26,2,4,116,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-06-30 00:00:00,2021-04-30 00:00:00,2021-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,17,2021/04,2021,2021/Q2,2021/Apr,CY 2021,2020-10-01 00:00:00,20210426,208,7,3,Q3,30,FY2021,0,0,2021-09-30 00:00:00
